#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
GUY,Guyana,132806,Population under age 5 (millions),0.076479,2016
GUY,Guyana,133206,Exports and imports (% of GDP),82.432941,2016
GUY,Guyana,135006,Coefficient of human inequality,18.44786667,2016
GUY,Guyana,136906,"Human Development Index (HDI), female",0.656381617,2016
GUY,Guyana,137006,"Human Development Index (HDI), male",0.680433189,2016
GUY,Guyana,137506,Human Development Index (HDI),0.676,2016
GUY,Guyana,137906,Gender Development Index (GDI),0.96465256,2016
GUY,Guyana,138806,Inequality-adjusted HDI (IHDI),0.549,2016
GUY,Guyana,140606,"Unemployment, total (% of labour force)",12.055,2016
GUY,Guyana,147906,Youth not in school or employment (% ages 15-24),35.498,2016
GUY,Guyana,148206,Labour force participation rate (% ages 15 and older),56.193,2016
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),49.419,2016
GUY,Guyana,149206,Government expenditure on education (% of GDP),6.061,2016
GUY,Guyana,150606,Employment in agriculture (% of total employment),18.096,2016
GUY,Guyana,150706,Employment in services (% of total employment),59.002,2016
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),6.464,2016
GUY,Guyana,164406,Adjusted net savings (% of GNI),10.665602,2016
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.542665196,2016
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.609589434,2016
GUY,Guyana,170006,Concentration index (exports) (value),0.490817456,2016
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",4.970373,2016
GUY,Guyana,174506,"Mortality rate attributed to household and ambient air pollution (per 100,000 population, age-standardized)",108,2016
GUY,Guyana,174606,"Mortality rate attributed to unsafe water, sanitation and hygiene services (per 100,000 population)",3.6,2016
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",40.93880753,2016
GUY,Guyana,178306,Gross capital formation (% of GDP),21.119557,2016
GUY,Guyana,179706,Ratio of education and health expenditure to military expenditure,7.440897,2016
GUY,Guyana,181706,Rural population with access to electricity (%),87.490192,2016
GUY,Guyana,181806,Current health expenditure (% of GDP),5.140765,2016
GUY,Guyana,182106,"Malaria incidence (per 1,000 people at risk)",24.98046,2016
GUY,Guyana,182206,"Tuberculosis incidence (per 100,000 people)",94,2016
GUY,Guyana,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",55,2016
GUY,Guyana,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",778.1,2016
GUY,Guyana,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",886.9,2016
GUY,Guyana,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",6.825162594,2016
GUY,Guyana,194906,GDP per capita (2017 PPP $),8848.150675,2016
GUY,Guyana,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",3.033960444,2016
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),8731.977952,2016
GUY,Guyana,195906,"Domestic material consumption per capita, (tonnes)",24.56939,2016
GUY,Guyana,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",23.65,2016
GUY,Guyana,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",13.9,2016
GUY,Guyana,23806,Population with at least some secondary education (% ages 25 and older),60.896,2015
GUY,Guyana,23906,"Population with at least some secondary education, female (% ages 25 and older)",68.142,2015
GUY,Guyana,24006,"Population with at least some secondary education, male (% ages 25 and older)",53.236,2015
GUY,Guyana,24106,"Mean years of schooling, female (years)",8.848,2015
GUY,Guyana,24206,"Mean years of schooling, male (years)",7.9295,2015
GUY,Guyana,31706,Share of seats in parliament (% held by women),30.43478261,2015
GUY,Guyana,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",83.062,2015
GUY,Guyana,43006,Vulnerable employment (% of total employment),26.572,2015
GUY,Guyana,43606,"Internet users, total (% of population)",34,2015
GUY,Guyana,44206,Total population (millions),0.767433,2015
GUY,Guyana,45106,Urban population (%),26.4,2015
GUY,Guyana,46006,Mobile phone subscriptions (per 100 people),70.7031,2015
GUY,Guyana,47906,Median age (years),24.982,2015
GUY,Guyana,48706,"Labour force participation rate (% ages 15 and older), female",42.405,2015
GUY,Guyana,48806,"Labour force participation rate (% ages 15 and older), male",70.065,2015
GUY,Guyana,49006,Sex ratio at birth (male to female births),1.05,2015
GUY,Guyana,52606,"Remittances, inflows (% of GDP)",9.4698984,2015
GUY,Guyana,53506,"Foreign direct investment, net inflows (% of GDP)",4.3068661,2015
GUY,Guyana,57206,"Mortality rate, infant (per 1,000 live births)",27.372257,2015
GUY,Guyana,57506,"Mortality rate, under-five (per 1,000 live births)",33.107095,2015
GUY,Guyana,57806,"Mortality rate, female adult (per 1,000 people)",170.683,2015
GUY,Guyana,57906,"Mortality rate, male adult (per 1,000 people)",248.061,2015
GUY,Guyana,58006,"HIV prevalence, adult (% ages 15-49)",1.5,2015
GUY,Guyana,61006,"Homicide rate (per 100,000 people)",19.41537567,2015
GUY,Guyana,63106,Population ages 15–64 (millions),0.498254,2015
GUY,Guyana,64306,"Infants lacking immunization, measles (% of one-year-olds)",1,2015
GUY,Guyana,64406,"Infants lacking immunization, DTP (% of one-year-olds)",4,2015
GUY,Guyana,65606,Gross fixed capital formation (% of GDP),23.36987638,2015
GUY,Guyana,68606,Gender Inequality Index (GII),0.477,2015
GUY,Guyana,69206,Life expectancy at birth (years),69.262,2015
GUY,Guyana,69706,Expected years of schooling (years),11.43544572,2015
GUY,Guyana,71406,Inequality-adjusted education index,0.535521987,2015
GUY,Guyana,71506,Inequality-adjusted life expectancy index,0.601295761,2015
GUY,Guyana,71606,Inequality-adjusted income index,0.509611744,2015
GUY,Guyana,73506,Overall loss in HDI due to inequality (%),18.84272997,2015
GUY,Guyana,89006,"Maternal mortality ratio (deaths per 100,000 live births)",172,2015
GUY,Guyana,97306,Natural resource depletion (% of GNI),7.801353836,2015
GUY,Guyana,99106,Net official development assistance received (% of GNI),0.99754262,2015
GUY,Guyana,100806,Forest area (% of total land area),83.9522479,2015
GUY,Guyana,101606,Inequality in education (%),10.5,2015
GUY,Guyana,101706,Inequality in income (%),24.4,2015
GUY,Guyana,101806,Inequality in life expectancy (%),20.6605,2015
GUY,Guyana,103006,Mean years of schooling (years),8.420919567,2015
GUY,Guyana,103206,Life expectancy index,0.757876923,2015
GUY,Guyana,103606,Income index,0.674089608,2015
GUY,Guyana,103706,Education index,0.598348589,2015
GUY,Guyana,110806,"Net migration rate (per 1,000 people)",-9.229,2015
GUY,Guyana,110906,"Unemployment, youth (% ages 15–24)",21.628,2015
GUY,Guyana,111106,International inbound tourists (thousands),207,2015
GUY,Guyana,111306,Private capital flows (% of GDP),-3.934111,2015
GUY,Guyana,112506,"Suicide rate, male (per 100,000 people, age-standardized)",46.6,2015
GUY,Guyana,112606,"Suicide rate, female (per 100,000 people, age-standardized)",14.3,2015
GUY,Guyana,120606,"Life expectancy at birth, female (years)",72.574,2015
GUY,Guyana,121106,"Life expectancy at birth, male (years)",66.155,2015
GUY,Guyana,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),45.179,2015
GUY,Guyana,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),8.845,2015
GUY,Guyana,123306,"Expected years of schooling, female (years)",11.8193,2015
GUY,Guyana,123406,"Expected years of schooling, male (years)",11.0516,2015
GUY,Guyana,123506,"Estimated gross national income per capita, female (2017 PPP $)",4709.24859,2015
GUY,Guyana,123606,"Estimated gross national income per capita, male (2017 PPP $)",12631.93186,2015
GUY,Guyana,128306,"Prison population (per 100,000 people)",260.5,2015
GUY,Guyana,132706,Population ages 65 and older (millions),0.044072,2015
GUY,Guyana,132806,Population under age 5 (millions),0.075011,2015
GUY,Guyana,133206,Exports and imports (% of GDP),82.661104,2015
GUY,Guyana,135006,Coefficient of human inequality,18.52016667,2015
GUY,Guyana,136906,"Human Development Index (HDI), female",0.653730156,2015
GUY,Guyana,137006,"Human Development Index (HDI), male",0.678660966,2015
GUY,Guyana,137506,Human Development Index (HDI),0.674,2015
GUY,Guyana,137906,Gender Development Index (GDI),0.963264707,2015
GUY,Guyana,138806,Inequality-adjusted HDI (IHDI),0.547,2015
GUY,Guyana,140606,"Unemployment, total (% of labour force)",12.004,2015
GUY,Guyana,147906,Youth not in school or employment (% ages 15-24),35.823,2015
GUY,Guyana,148206,Labour force participation rate (% ages 15 and older),56.158,2015
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),49.417,2015
GUY,Guyana,149206,Government expenditure on education (% of GDP),5.21482,2015
GUY,Guyana,150606,Employment in agriculture (% of total employment),18.048,2015
GUY,Guyana,150706,Employment in services (% of total employment),58.737,2015
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),6.944,2015
GUY,Guyana,164406,Adjusted net savings (% of GNI),7.2631955,2015
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.536093844,2015
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.600466492,2015
GUY,Guyana,170006,Concentration index (exports) (value),0.366322241,2015
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",5.3027485,2015
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",40.60136683,2015
GUY,Guyana,178306,Gross capital formation (% of GDP),15.455147,2015
GUY,Guyana,179706,Ratio of education and health expenditure to military expenditure,6.673312,2015
GUY,Guyana,181206,Proportion of births attended by skilled health personnel (%),95.8,2015
GUY,Guyana,181706,Rural population with access to electricity (%),85.892517,2015
GUY,Guyana,181806,Current health expenditure (% of GDP),4.518081,2015
GUY,Guyana,182106,"Malaria incidence (per 1,000 people at risk)",23.49391,2015
GUY,Guyana,182206,"Tuberculosis incidence (per 100,000 people)",93,2015
GUY,Guyana,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",55.29999924,2015
GUY,Guyana,185006,Degraded land (% of total land area),16,2015
GUY,Guyana,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",777.3,2015
GUY,Guyana,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",884,2015
GUY,Guyana,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",6.603086523,2015
GUY,Guyana,194906,GDP per capita (2017 PPP $),8604.132383,2015
GUY,Guyana,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",2.611957802,2015
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),8670.595388,2015
GUY,Guyana,195906,"Domestic material consumption per capita, (tonnes)",24.68926,2015
GUY,Guyana,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",37.44,2015
GUY,Guyana,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",12.31,2015
GUY,Guyana,23806,Population with at least some secondary education (% ages 25 and older),60.896,2014
GUY,Guyana,23906,"Population with at least some secondary education, female (% ages 25 and older)",68.142,2014
GUY,Guyana,24006,"Population with at least some secondary education, male (% ages 25 and older)",53.236,2014
GUY,Guyana,24106,"Mean years of schooling, female (years)",8.824,2014
GUY,Guyana,24206,"Mean years of schooling, male (years)",7.908,2014
GUY,Guyana,31706,Share of seats in parliament (% held by women),31.34328358,2014
GUY,Guyana,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",84.9654,2014
GUY,Guyana,38406,Multidimensional poverty index (MPI),0.0140737,2014
GUY,Guyana,38506,"Population in multidimensional poverty, intensity of deprivation (%)",41.80847,2014
GUY,Guyana,38606,"Population in multidimensional poverty, headcount (%)",3.366235,2014
GUY,Guyana,43006,Vulnerable employment (% of total employment),26.84,2014
GUY,Guyana,43606,"Internet users, total (% of population)",32,2014
GUY,Guyana,44206,Total population (millions),0.763371,2014
GUY,Guyana,45106,Urban population (%),26.4,2014
GUY,Guyana,46006,Mobile phone subscriptions (per 100 people),74.2625,2014
GUY,Guyana,48706,"Labour force participation rate (% ages 15 and older), female",41.79,2014
GUY,Guyana,48806,"Labour force participation rate (% ages 15 and older), male",70.763,2014
GUY,Guyana,52606,"Remittances, inflows (% of GDP)",10.711381,2014
GUY,Guyana,53506,"Foreign direct investment, net inflows (% of GDP)",7.7250683,2014
GUY,Guyana,57206,"Mortality rate, infant (per 1,000 live births)",28.103319,2014
GUY,Guyana,57506,"Mortality rate, under-five (per 1,000 live births)",34.072182,2014
GUY,Guyana,57806,"Mortality rate, female adult (per 1,000 people)",172.354,2014
GUY,Guyana,57906,"Mortality rate, male adult (per 1,000 people)",249.382,2014
GUY,Guyana,58006,"HIV prevalence, adult (% ages 15-49)",1.5,2014
GUY,Guyana,61006,"Homicide rate (per 100,000 people)",19.51868751,2014
GUY,Guyana,63106,Population ages 15–64 (millions),0.493803,2014
GUY,Guyana,64306,"Infants lacking immunization, measles (% of one-year-olds)",1,2014
GUY,Guyana,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2014
GUY,Guyana,65606,Gross fixed capital formation (% of GDP),28.69005331,2014
GUY,Guyana,68606,Gender Inequality Index (GII),0.479,2014
GUY,Guyana,69206,Life expectancy at birth (years),69.049,2014
GUY,Guyana,69706,Expected years of schooling (years),11.39826786,2014
GUY,Guyana,71406,Inequality-adjusted education index,0.533916622,2014
GUY,Guyana,71506,Inequality-adjusted life expectancy index,0.6097168,2014
GUY,Guyana,71606,Inequality-adjusted income index,0.506885991,2014
GUY,Guyana,73506,Overall loss in HDI due to inequality (%),18.33084948,2014
GUY,Guyana,89006,"Maternal mortality ratio (deaths per 100,000 live births)",174,2014
GUY,Guyana,97306,Natural resource depletion (% of GNI),7.521140054,2014
GUY,Guyana,99106,Net official development assistance received (% of GNI),5.1737937,2014
GUY,Guyana,100806,Forest area (% of total land area),84.00304801,2014
GUY,Guyana,101006,Population in severe multidimensional poverty (%),0.6765301,2014
GUY,Guyana,101406,"Literacy rate, adult (% ages 15 and older)",85.63973,2014
GUY,Guyana,101606,Inequality in education (%),10.5,2014
GUY,Guyana,101706,Inequality in income (%),24.4,2014
GUY,Guyana,101806,Inequality in life expectancy (%),19.2,2014
GUY,Guyana,102006,"Population in multidimensional poverty, headcount (thousands) (for the year of the survey)",26,2014
GUY,Guyana,103006,Mean years of schooling (years),8.39809,2014
GUY,Guyana,103206,Life expectancy index,0.7546,2014
GUY,Guyana,103606,Income index,0.670484115,2014
GUY,Guyana,103706,Education index,0.596554885,2014
GUY,Guyana,110906,"Unemployment, youth (% ages 15–24)",21.774,2014
GUY,Guyana,111106,International inbound tourists (thousands),206,2014
GUY,Guyana,111306,Private capital flows (% of GDP),-11.50978,2014
GUY,Guyana,117806,Contribution of deprivation in education to the Multidimensional Poverty Index,18.6831,2014
GUY,Guyana,117906,Contribution of deprivation in health to the Multidimensional Poverty Index,31.50758,2014
GUY,Guyana,118006,Contribution of deprivation in standard of living to the Multidimensional Poverty Index,49.80932,2014
GUY,Guyana,120606,"Life expectancy at birth, female (years)",72.413,2014
GUY,Guyana,121106,"Life expectancy at birth, male (years)",65.893,2014
GUY,Guyana,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),46.087,2014
GUY,Guyana,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),8.505,2014
GUY,Guyana,123306,"Expected years of schooling, female (years)",11.7808,2014
GUY,Guyana,123406,"Expected years of schooling, male (years)",11.0157,2014
GUY,Guyana,123506,"Estimated gross national income per capita, female (2017 PPP $)",4521.986592,2014
GUY,Guyana,123606,"Estimated gross national income per capita, male (2017 PPP $)",12424.88482,2014
GUY,Guyana,132706,Population ages 65 and older (millions),0.041996,2014
GUY,Guyana,132806,Population under age 5 (millions),0.074485,2014
GUY,Guyana,133206,Exports and imports (% of GDP),96.150994,2014
GUY,Guyana,135006,Coefficient of human inequality,18.03333333,2014
GUY,Guyana,136906,"Human Development Index (HDI), female",0.650076463,2014
GUY,Guyana,137006,"Human Development Index (HDI), male",0.675991146,2014
GUY,Guyana,137506,Human Development Index (HDI),0.671,2014
GUY,Guyana,137906,Gender Development Index (GDI),0.961664167,2014
GUY,Guyana,138806,Inequality-adjusted HDI (IHDI),0.548,2014
GUY,Guyana,140606,"Unemployment, total (% of labour force)",11.937,2014
GUY,Guyana,142506,Population vulnerable to multidimensional poverty (%),5.844307,2014
GUY,Guyana,147906,Youth not in school or employment (% ages 15-24),36.239,2014
GUY,Guyana,148206,Labour force participation rate (% ages 15 and older),56.166,2014
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),49.461,2014
GUY,Guyana,149206,Government expenditure on education (% of GDP),5.84796,2014
GUY,Guyana,150606,Employment in agriculture (% of total employment),18.48,2014
GUY,Guyana,150706,Employment in services (% of total employment),58.213,2014
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),7.623,2014
GUY,Guyana,164406,Adjusted net savings (% of GNI),5.1408146,2014
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.540143044,2014
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.599334386,2014
GUY,Guyana,170006,Concentration index (exports) (value),0.453822115,2014
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",4.3342664,2014
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",40.26365976,2014
GUY,Guyana,175206,"Antenatal care coverage, at least one visit (%)",90.7,2014
GUY,Guyana,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",33.9,2014
GUY,Guyana,175606,"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",28,2014
GUY,Guyana,178306,Gross capital formation (% of GDP),20.646876,2014
GUY,Guyana,179706,Ratio of education and health expenditure to military expenditure,8.610639,2014
GUY,Guyana,181206,Proportion of births attended by skilled health personnel (%),85.7,2014
GUY,Guyana,181706,Rural population with access to electricity (%),84.207847,2014
GUY,Guyana,181806,Current health expenditure (% of GDP),5.144067,2014
GUY,Guyana,182106,"Malaria incidence (per 1,000 people at risk)",29.22563,2014
GUY,Guyana,182206,"Tuberculosis incidence (per 100,000 people)",89,2014
GUY,Guyana,183406,"Population in multidimensional poverty, headcount (thousands) (projection for 2018)",26,2014
GUY,Guyana,183806,Inequality among the poor,0.0077104,2014
GUY,Guyana,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",55.40000153,2014
GUY,Guyana,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",6.407350641,2014
GUY,Guyana,194906,GDP per capita (2017 PPP $),8393.396003,2014
GUY,Guyana,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",2.630275878,2014
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),8466.090513,2014
GUY,Guyana,195906,"Domestic material consumption per capita, (tonnes)",24.83987,2014
GUY,Guyana,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",31.74,2014
GUY,Guyana,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",12.72,2014
GUY,Guyana,23806,Population with at least some secondary education (% ages 25 and older),59.292,2013
GUY,Guyana,23906,"Population with at least some secondary education, female (% ages 25 and older)",66.184,2013
GUY,Guyana,24006,"Population with at least some secondary education, male (% ages 25 and older)",51.872,2013
GUY,Guyana,24106,"Mean years of schooling, female (years)",8.766,2013
GUY,Guyana,24206,"Mean years of schooling, male (years)",7.83,2013
GUY,Guyana,31706,Share of seats in parliament (% held by women),31.34328358,2013
GUY,Guyana,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",86.8688,2013
GUY,Guyana,43006,Vulnerable employment (% of total employment),27.104,2013
GUY,Guyana,43606,"Internet users, total (% of population)",31,2013
GUY,Guyana,44206,Total population (millions),0.759281,2013
GUY,Guyana,45106,Urban population (%),26.4,2013
GUY,Guyana,46006,Mobile phone subscriptions (per 100 people),73.0997,2013
GUY,Guyana,48706,"Labour force participation rate (% ages 15 and older), female",41.161,2013
GUY,Guyana,48806,"Labour force participation rate (% ages 15 and older), male",71.476,2013
GUY,Guyana,52606,"Remittances, inflows (% of GDP)",10.983512,2013
GUY,Guyana,53506,"Foreign direct investment, net inflows (% of GDP)",6.7128377,2013
GUY,Guyana,57206,"Mortality rate, infant (per 1,000 live births)",28.774902,2013
GUY,Guyana,57506,"Mortality rate, under-five (per 1,000 live births)",34.973356,2013
GUY,Guyana,57806,"Mortality rate, female adult (per 1,000 people)",174.026,2013
GUY,Guyana,57906,"Mortality rate, male adult (per 1,000 people)",250.704,2013
GUY,Guyana,58006,"HIV prevalence, adult (% ages 15-49)",1.5,2013
GUY,Guyana,61006,"Homicide rate (per 100,000 people)",20.41404961,2013
GUY,Guyana,63106,Population ages 15–64 (millions),0.489078,2013
GUY,Guyana,64306,"Infants lacking immunization, measles (% of one-year-olds)",1,2013
GUY,Guyana,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2,2013
GUY,Guyana,65606,Gross fixed capital formation (% of GDP),18.91639086,2013
GUY,Guyana,68606,Gender Inequality Index (GII),0.483,2013
GUY,Guyana,69206,Life expectancy at birth (years),68.819,2013
GUY,Guyana,69706,Expected years of schooling (years),11.36109,2013
GUY,Guyana,71406,Inequality-adjusted education index,0.530902246,2013
GUY,Guyana,71506,Inequality-adjusted life expectancy index,0.606857723,2013
GUY,Guyana,71606,Inequality-adjusted income index,0.501049848,2013
GUY,Guyana,73506,Overall loss in HDI due to inequality (%),18.31831832,2013
GUY,Guyana,89006,"Maternal mortality ratio (deaths per 100,000 live births)",175,2013
GUY,Guyana,97306,Natural resource depletion (% of GNI),11.52495177,2013
GUY,Guyana,99106,Net official development assistance received (% of GNI),3.4213287,2013
GUY,Guyana,100806,Forest area (% of total land area),84.05384811,2013
GUY,Guyana,101606,Inequality in education (%),10.5,2013
GUY,Guyana,101706,Inequality in income (%),24.4,2013
GUY,Guyana,101806,Inequality in life expectancy (%),19.2,2013
GUY,Guyana,103006,Mean years of schooling (years),8.328031,2013
GUY,Guyana,103206,Life expectancy index,0.751061538,2013
GUY,Guyana,103606,Income index,0.662764349,2013
GUY,Guyana,103706,Education index,0.593186867,2013
GUY,Guyana,110906,"Unemployment, youth (% ages 15–24)",22.027,2013
GUY,Guyana,111106,International inbound tourists (thousands),200,2013
GUY,Guyana,111306,Private capital flows (% of GDP),-6.810572,2013
GUY,Guyana,120606,"Life expectancy at birth, female (years)",72.23,2013
GUY,Guyana,121106,"Life expectancy at birth, male (years)",65.621,2013
GUY,Guyana,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),47.086,2013
GUY,Guyana,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),8.162,2013
GUY,Guyana,123306,"Expected years of schooling, female (years)",11.7424,2013
GUY,Guyana,123406,"Expected years of schooling, male (years)",10.9798,2013
GUY,Guyana,123506,"Estimated gross national income per capita, female (2017 PPP $)",4226.025238,2013
GUY,Guyana,123606,"Estimated gross national income per capita, male (2017 PPP $)",11892.9326,2013
GUY,Guyana,128306,"Prison population (per 100,000 people)",263.2,2013
GUY,Guyana,132706,Population ages 65 and older (millions),0.039918,2013
GUY,Guyana,132806,Population under age 5 (millions),0.073767,2013
GUY,Guyana,133206,Exports and imports (% of GDP),108.7887,2013
GUY,Guyana,135006,Coefficient of human inequality,18.03333333,2013
GUY,Guyana,136906,"Human Development Index (HDI), female",0.644374123,2013
GUY,Guyana,137006,"Human Development Index (HDI), male",0.671256199,2013
GUY,Guyana,137506,Human Development Index (HDI),0.666,2013
GUY,Guyana,137906,Gender Development Index (GDI),0.959952585,2013
GUY,Guyana,138806,Inequality-adjusted HDI (IHDI),0.544,2013
GUY,Guyana,140606,"Unemployment, total (% of labour force)",11.896,2013
GUY,Guyana,147906,Youth not in school or employment (% ages 15-24),36.756,2013
GUY,Guyana,148206,Labour force participation rate (% ages 15 and older),56.161,2013
GUY,Guyana,148306,Employment to population ratio (% ages 15 and older),49.48,2013
GUY,Guyana,150606,Employment in agriculture (% of total employment),18.893,2013
GUY,Guyana,150706,Employment in services (% of total employment),57.73,2013
GUY,Guyana,153706,Working poor at PPP$3.20 a day (% of total employment),8.396,2013
GUY,Guyana,164406,Adjusted net savings (% of GNI),-12.958659,2013
GUY,Guyana,169706,Total unemployment rate (female to male ratio),1.539485628,2013
GUY,Guyana,169806,Youth unemployment rate (female to male ratio),1.59352758,2013
GUY,Guyana,170006,Concentration index (exports) (value),0.506305845,2013
GUY,Guyana,174206,"Total debt service (% of exports of goods, services and primary income)",3.6569769,2013
GUY,Guyana,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",39.9725857,2013
GUY,Guyana,178306,Gross capital formation (% of GDP),7.5424548,2013
GUY,Guyana,181206,Proportion of births attended by skilled health personnel (%),98.3,2013
GUY,Guyana,181706,Rural population with access to electricity (%),83.106689,2013
GUY,Guyana,181806,Current health expenditure (% of GDP),5.050372,2013
GUY,Guyana,182106,"Malaria incidence (per 1,000 people at risk)",75.67554,2013
GUY,Guyana,182206,"Tuberculosis incidence (per 100,000 people)",112,2013
GUY,Guyana,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",55.40000153,2013
GUY,Guyana,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.39511,2013
GUY,Guyana,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",6.166948009,2013
GUY,Guyana,194906,GDP per capita (2017 PPP $),8122.046411,2013
GUY,Guyana,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",2.547923375,2013
GUY,Guyana,195706,Gross national income (GNI) per capita (constant 2017 PPP$),8044.297195,2013
GUY,Guyana,195906,"Domestic material consumption per capita, (tonnes)",26.00584,2013
GUY,Guyana,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",36.88,2013
GUY,Guyana,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",11.1,2013
GUY,Guyana,23806,Population with at least some secondary education (% ages 25 and older),57.688,2012
GUY,Guyana,23906,"Population with at least some secondary education, female (% ages 25 and older)",64.226,2012
GUY,Guyana,24006,"Population with at least some secondary education, male (% ages 25 and older)",50.508,2012
GUY,Guyana,24106,"Mean years of schooling, female (years)",8.684,2012
GUY,Guyana,24206,"Mean years of schooling, male (years)",7.74,2012
GUY,Guyana,31706,Share of seats in parliament (% held by women),31.34328358,2012
GUY,Guyana,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",88.7722,2012
GUY,Guyana,43006,Vulnerable employment (% of total employment),27.355,2012
GUY,Guyana,43606,"Internet users, total (% of population)",30.5,2012
GUY,Guyana,44206,Total population (millions),0.755388,2012
GUY,Guyana,45106,Urban population (%),26.4,2012
GUY,Guyana,45806,Primary school teachers trained to teach (%),69.64942,2012
GUY,Guyana,46006,Mobile phone subscriptions (per 100 people),72.4183,2012
GUY,Guyana,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",23.1645,2012
GUY,Guyana,48706,"Labour force participation rate (% ages 15 and older), female",40.523,2012
GUY,Guyana,48806,"Labour force participation rate (% ages 15 and older), male",72.211,2012
GUY,Guyana,52606,"Remittances, inflows (% of GDP)",16.398679,2012
GUY,Guyana,53506,"Foreign direct investment, net inflows (% of GDP)",9.7118278,2012
GUY,Guyana,57206,"Mortality rate, infant (per 1,000 live births)",29.430986,2012
GUY,Guyana,57506,"Mortality rate, under-five (per 1,000 live births)",35.874112,2012
GUY,Guyana,57806,"Mortality rate, female adult (per 1,000 people)",175.697,2012
GUY,Guyana,57906,"Mortality rate, male adult (per 1,000 people)",252.025,2012
GUY,Guyana,58006,"HIV prevalence, adult (% ages 15-49)",1.5,2012
GUY,Guyana,61006,"Homicide rate (per 100,000 people)",18.40113955,2012
GUY,Guyana,63106,Population ages 15–64 (millions),0.484104,2012
GUY,Guyana,63206,"Gross enrolment ratio, primary (% of primary school-age population)",97.81164,2012
